Education,Income,Kidhome,Teenhome,Recency,Wines,Fruits,Meat,Fish,Sweets,Gold,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Age_on_2014,Spent,Living_with,Children,Family_size,Is_parent
0,39552.0,1,1,54,165,3,147,4,24,41,7,6,2,5,8,0,0,0,0,0,0,1,52,384,0,2,3,1
0,86358.0,1,1,78,957,47,494,82,47,95,4,5,3,6,8,0,0,0,0,0,0,0,48,1722,0,2,3,1
0,46931.0,2,1,94,41,0,17,3,1,16,2,1,1,3,3,0,0,0,0,0,0,0,37,78,1,3,5,1
2,16581.0,0,0,51,1,3,4,2,3,11,1,0,0,3,4,0,0,0,0,0,0,0,29,24,0,0,1,0
2,63998.0,0,0,42,176,29,818,0,33,112,1,7,6,11,4,0,0,0,0,0,0,1,62,1168,0,0,1,0
1,67381.0,0,1,67,815,8,53,11,0,70,4,2,2,9,7,0,1,0,0,0,0,0,63,957,1,1,3,1
0,25930.0,1,1,87,6,1,2,2,0,4,1,1,0,2,7,0,0,0,0,0,0,0,47,15,0,2,3,1
0,42693.0,1,0,29,8,4,20,6,3,16,1,1,0,3,5,0,0,0,0,0,0,0,36,57,1,1,3,1
0,85606.0,0,1,89,717,42,864,219,30,84,2,6,7,9,3,0,0,0,1,0,0,0,38,1956,1,1,3,1
0,72903.0,0,0,74,1067,138,750,0,19,39,1,7,5,8,4,0,1,1,1,0,0,1,29,2013,0,0,1,0
2,49669.0,1,0,97,166,5,107,11,8,29,2,5,1,6,6,0,0,0,0,0,0,0,40,326,1,1,3,1
1,36778.0,1,1,63,29,4,34,2,4,4,3,3,0,3,9,0,0,0,0,0,0,0,46,77,1,2,4,1
1,85696.0,0,0,88,714,76,395,116,0,12,1,4,6,9,1,0,0,0,0,0,0,1,52,1313,0,0,1,0
1,10979.0,0,0,34,8,4,10,2,2,4,2,3,0,3,5,0,0,0,0,0,0,0,25,30,0,0,1,0
0,49678.0,0,1,81,229,5,56,3,2,20,2,6,2,4,7,0,0,0,0,0,0,0,53,315,1,1,3,1
1,56129.0,0,1,65,320,48,133,39,72,48,4,6,2,10,4,0,0,0,0,0,0,0,61,660,1,1,3,1
0,37155.0,1,0,51,23,0,26,7,15,3,1,2,0,4,5,0,0,0,0,0,0,0,25,74,1,1,3,1
2,21282.0,1,0,76,1,5,8,4,8,20,2,2,1,2,6,0,0,0,0,0,0,0,36,46,0,1,2,1
1,33419.0,0,1,76,56,0,12,0,0,18,2,2,0,4,7,0,0,0,0,0,0,0,52,86,0,1,2,1
0,63285.0,0,0,84,508,124,249,50,38,134,1,6,5,13,3,0,0,0,0,0,0,0,69,1103,0,0,1,0
1,21255.0,1,0,56,29,0,25,2,2,3,4,2,1,4,4,0,0,0,0,0,0,0,40,61,1,1,3,1
0,42162.0,1,0,31,46,7,59,2,4,27,2,3,1,3,6,1,0,0,0,0,0,1,33,145,1,1,3,1
0,54450.0,1,1,0,454,0,171,8,19,32,12,9,2,8,8,0,0,0,0,0,0,0,58,684,1,2,4,1
1,57744.0,0,1,91,350,3,39,0,0,19,2,9,1,4,8,0,0,0,0,0,0,0,60,411,1,1,3,1
0,26576.0,1,0,40,10,0,8,0,0,9,1,1,0,2,9,1,0,0,0,0,0,1,28,27,0,1,2,1
1,57513.0,0,0,59,735,40,183,52,20,30,2,9,3,13,6,0,0,0,0,0,0,0,71,1060,0,0,1,0
0,68142.0,0,1,96,897,126,196,91,112,37,3,10,4,7,6,0,0,0,0,0,0,0,50,1459,1,1,3,1
0,7500.0,0,1,61,5,2,3,3,0,5,1,1,0,2,8,0,0,0,0,0,0,0,35,18,1,1,3,1
0,83145.0,0,0,14,777,35,731,39,137,114,1,5,9,11,2,0,0,1,0,0,0,1,40,1833,1,0,2,0
1,54197.0,0,1,16,162,6,37,6,13,13,2,1,3,6,1,0,0,0,0,0,0,0,54,237,1,1,3,1
1,23091.0,1,1,98,35,0,11,0,0,2,4,2,1,3,7,0,0,0,0,0,0,0,51,48,0,2,3,1
0,46049.0,1,1,11,342,9,112,19,14,19,10,5,2,9,7,0,0,0,0,0,0,1,38,515,1,2,4,1
0,56715.0,0,0,52,258,105,239,237,172,9,1,7,3,4,4,0,0,0,0,0,0,0,40,1020,1,0,2,0
0,79410.0,0,0,19,658,80,483,123,13,13,1,3,2,5,1,0,0,0,0,0,0,0,53,1370,1,0,2,0
0,57304.0,0,1,61,356,80,329,138,17,106,2,7,6,10,5,0,0,0,0,0,0,0,63,1026,1,1,3,1
0,44375.0,0,1,73,213,5,28,7,7,41,1,4,1,6,5,0,0,0,0,0,0,0,49,301,1,1,3,1
0,54450.0,1,1,0,454,0,171,8,19,32,12,9,2,8,8,0,0,0,0,0,0,0,58,684,1,2,4,1
0,59594.0,0,1,74,457,4,29,0,0,9,1,8,1,7,7,0,1,0,0,0,0,0,49,499,1,1,3,1
0,80685.0,0,0,55,241,45,604,34,26,54,1,6,4,10,2,0,0,0,0,0,0,0,20,1004,1,0,2,0
1,40344.0,0,1,48,210,0,6,0,0,2,2,4,1,5,7,0,0,0,0,0,0,0,40,218,1,1,3,1
0,62710.0,0,1,53,441,35,83,7,29,11,4,4,2,12,4,0,0,0,0,0,0,0,42,606,1,1,3,1
2,48985.0,0,1,13,19,13,18,10,7,8,1,1,1,3,3,0,0,0,0,0,0,0,46,75,1,1,3,1
0,35322.0,1,2,34,28,9,37,12,7,13,3,2,0,4,8,0,0,0,0,0,0,0,46,106,1,3,5,1
0,77142.0,0,0,54,476,75,162,29,151,97,1,4,4,8,2,0,0,0,0,0,0,0,66,990,1,0,2,0
0,81657.0,0,0,69,364,40,425,158,60,50,1,3,4,8,1,0,0,0,0,0,0,0,45,1097,0,0,1,0
2,14421.0,0,0,81,0,0,2,3,3,8,1,1,0,2,5,1,0,0,0,0,0,0,18,16,1,0,2,0
2,20130.0,0,0,99,0,6,3,7,6,12,1,1,0,3,8,0,0,0,0,0,0,0,40,34,1,0,2,0
1,74214.0,0,0,3,863,83,547,86,99,33,1,8,2,5,5,0,0,0,0,0,0,0,24,1711,1,0,2,0
1,66726.0,1,1,61,349,7,35,0,0,47,3,8,2,4,7,0,1,0,0,0,0,0,57,438,1,2,4,1
2,23724.0,1,0,65,5,23,15,0,18,14,2,2,0,3,8,0,0,0,0,0,0,0,35,75,1,1,3,1
1,47353.0,0,1,93,184,2,19,8,8,4,3,2,2,6,5,0,0,0,0,0,0,0,54,225,1,1,3,1
1,33444.0,1,1,24,8,0,8,0,0,2,1,1,0,2,8,0,0,0,0,0,0,0,62,18,1,2,4,1
0,54386.0,0,1,8,277,21,64,62,21,25,2,3,2,10,3,0,0,0,0,0,0,0,33,470,1,1,3,1
0,28510.0,1,1,72,44,5,19,0,4,19,3,2,0,4,5,0,0,0,0,0,0,0,33,91,0,2,3,1
1,90638.0,0,0,29,1156,120,915,94,144,96,1,3,4,10,1,0,0,1,0,0,0,0,23,2525,0,0,1,0
0,48070.0,0,1,33,373,14,83,6,9,19,3,8,2,6,7,0,0,0,0,0,1,0,64,504,1,1,3,1
0,43140.0,0,1,68,134,8,76,6,0,11,1,4,1,5,6,0,0,0,0,0,0,0,57,235,1,1,3,1
1,54959.0,0,1,55,1148,0,60,0,0,24,3,9,5,4,7,0,1,0,0,0,0,1,53,1232,0,1,2,1
2,15056.0,1,1,76,6,12,3,21,6,40,5,2,2,3,5,0,0,0,0,0,0,0,56,88,0,2,3,1
0,26954.0,1,0,17,4,1,11,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0,43,17,0,1,2,1
0,22327.0,1,0,94,5,4,8,2,0,5,1,1,0,3,5,0,0,0,0,0,0,0,29,24,0,1,2,1
0,44393.0,1,1,86,24,2,20,2,2,10,2,1,0,4,4,0,0,0,0,0,0,0,49,60,1,2,4,1
1,62000.0,0,1,25,899,0,101,0,0,20,1,6,6,13,4,0,0,0,1,0,0,0,62,1020,0,1,2,1
1,31497.0,0,1,22,108,1,28,13,1,4,2,3,1,4,8,0,0,0,0,0,0,0,52,155,1,1,3,1
2,45894.0,0,2,15,27,2,7,0,2,13,1,1,0,3,5,0,0,0,0,0,0,0,40,51,1,2,4,1
1,78579.0,0,0,35,816,66,549,216,66,99,1,5,6,4,3,0,0,0,0,0,0,1,44,1812,0,0,1,0
1,67369.0,0,1,81,1298,0,70,37,14,42,4,7,4,10,4,0,1,1,0,0,0,1,45,1461,0,1,2,1
0,58401.0,0,1,55,10,0,11,17,29,29,1,1,2,2,4,0,0,0,0,0,0,0,54,96,0,1,2,1
0,62307.0,0,1,94,87,13,34,10,6,10,1,4,0,4,5,0,0,0,0,0,0,0,62,160,0,1,2,1
1,43641.0,1,1,50,57,2,51,4,2,23,3,2,1,4,6,0,0,0,0,0,0,0,45,139,1,2,4,1
1,63841.0,0,1,64,635,15,100,20,7,131,1,9,3,9,6,0,0,0,0,0,0,0,46,908,0,1,2,1
2,46891.0,0,1,91,43,12,23,29,15,61,1,2,1,4,4,0,0,0,0,0,0,0,49,183,1,1,3,1
1,70091.0,1,0,11,964,34,137,15,0,11,2,5,2,10,8,0,1,0,0,0,0,0,45,1161,1,1,3,1
1,78075.0,0,0,72,572,8,259,34,35,80,1,3,5,5,1,0,0,0,0,0,0,0,42,988,1,0,2,0
2,59184.0,0,1,6,341,142,113,259,151,66,3,6,6,12,5,0,0,0,0,0,0,0,53,1072,0,1,2,1
0,54809.0,1,1,0,63,6,57,13,13,22,4,2,1,5,4,0,0,0,0,0,0,0,37,174,1,2,4,1
0,58113.0,0,1,66,221,104,169,102,78,84,3,9,2,8,7,0,0,0,0,0,1,0,55,758,1,1,3,1
1,51412.0,0,1,42,140,3,29,4,5,14,2,3,2,4,4,0,0,0,0,0,0,0,56,195,1,1,3,1
0,15287.0,1,0,60,1,2,8,4,3,13,2,1,1,2,7,1,0,0,0,0,0,1,35,31,0,1,2,1
1,66636.0,0,0,64,291,10,689,84,10,0,1,3,4,9,1,0,0,0,0,0,0,0,57,1084,1,0,2,0
1,50965.0,0,1,87,544,13,85,8,6,29,3,10,4,5,8,1,0,0,0,0,0,0,58,685,1,1,3,1
1,84618.0,0,0,96,684,100,801,21,66,0,1,6,9,10,2,0,0,1,0,0,0,0,49,1672,1,0,2,0
0,18351.0,0,0,1,1,12,9,0,14,7,1,2,0,3,7,0,0,0,0,0,0,0,24,43,1,0,2,0
1,40451.0,0,2,54,35,0,4,0,0,10,1,1,1,2,5,1,0,0,0,0,0,0,57,49,1,2,4,1
0,36317.0,0,1,53,87,3,25,3,2,13,2,3,0,4,7,0,0,0,0,0,0,0,49,133,1,1,3,1
0,42213.0,0,1,96,309,3,24,4,3,20,2,5,1,7,7,0,1,0,0,0,0,0,57,363,1,1,3,1
0,65748.0,0,1,58,172,73,93,95,78,34,2,2,4,10,1,0,0,0,0,0,1,0,59,545,1,1,3,1
0,77044.0,0,1,12,625,38,242,50,34,76,2,7,11,11,4,1,0,0,0,0,0,0,42,1065,1,1,3,1
0,74918.0,0,0,78,972,59,913,25,19,59,1,5,9,6,3,0,0,1,0,0,0,0,45,2047,1,0,2,0
0,56721.0,1,1,64,157,6,39,6,13,75,5,4,1,5,6,0,0,0,0,0,0,0,42,296,1,2,4,1
0,42160.0,1,1,26,48,9,45,3,15,20,4,2,1,4,6,0,0,0,0,0,0,1,39,140,0,2,3,1
0,61559.0,0,1,8,279,83,88,32,14,34,1,4,2,10,3,0,0,0,0,0,0,0,49,530,0,1,2,1
1,33629.0,1,1,49,132,0,16,0,0,4,5,3,1,4,9,0,0,0,0,0,0,0,51,152,1,2,4,1
1,68682.0,0,0,56,919,0,505,99,30,45,1,4,9,10,2,0,0,0,0,0,0,0,23,1598,1,0,2,0
0,34377.0,0,1,55,62,0,22,3,1,26,2,2,2,2,7,0,0,0,0,0,0,0,51,114,0,1,2,1
2,8940.0,1,0,25,1,45,3,4,6,42,3,3,1,3,8,0,0,0,0,0,0,0,28,101,0,1,2,1
0,26228.0,1,0,50,2,6,4,3,1,9,1,1,0,2,8,0,0,0,0,0,0,0,41,25,1,1,3,1
2,77297.0,0,0,84,408,61,109,48,122,41,1,5,7,9,4,0,0,0,1,0,0,0,57,789,0,0,1,0
0,40211.0,1,1,30,51,1,7,2,1,25,2,2,1,2,8,1,0,0,0,0,0,0,33,87,1,2,4,1
1,33438.0,1,1,81,62,1,16,3,2,6,4,2,1,4,5,0,0,0,0,0,0,0,56,90,0,2,3,1
1,75032.0,0,1,74,952,12,180,47,12,12,2,5,4,9,3,0,0,0,0,0,0,0,55,1215,1,1,3,1
1,61284.0,0,0,76,618,15,106,20,7,45,1,11,2,8,6,0,1,0,0,0,0,0,59,811,0,0,1,0
0,22518.0,1,0,36,11,7,12,2,2,27,2,2,1,2,5,1,0,0,0,0,0,1,28,61,1,1,3,1
1,54730.0,0,1,64,318,3,17,4,7,56,5,4,1,8,4,0,0,0,0,0,0,0,39,405,1,1,3,1
1,38452.0,1,1,62,56,0,14,0,0,2,3,3,0,3,7,0,0,0,0,0,0,0,59,72,1,2,4,1
0,44421.0,1,1,53,110,5,59,7,1,7,5,5,0,4,8,0,0,0,0,0,0,0,43,189,0,2,3,1
1,38197.0,1,0,86,23,0,11,2,1,3,1,1,0,3,5,0,0,0,0,0,0,0,28,40,1,1,3,1
0,41986.0,0,1,15,27,5,8,8,3,12,3,3,0,4,4,0,0,0,0,0,0,0,36,63,0,1,2,1
0,28427.0,1,0,67,18,3,19,3,3,6,2,2,0,3,8,0,0,0,0,0,0,0,31,52,1,1,3,1
1,37395.0,1,0,47,18,0,9,0,1,11,1,1,0,3,6,0,0,0,0,0,0,0,38,39,1,1,3,1
0,64722.0,1,0,47,303,0,280,60,147,15,4,8,2,11,6,0,0,0,0,0,0,0,43,805,1,1,3,1
1,55249.0,0,1,81,97,1,19,2,0,11,1,2,1,4,3,0,0,0,0,0,0,0,58,130,1,1,3,1
0,84906.0,0,0,98,997,15,414,99,30,76,1,5,6,12,2,0,1,1,0,1,0,0,42,1631,1,0,2,0
0,28691.0,1,0,56,5,4,13,8,0,4,1,1,0,3,8,0,0,0,0,0,0,0,25,34,1,1,3,1
0,44213.0,1,1,48,95,11,35,0,4,7,4,2,1,5,6,0,0,0,0,0,0,0,62,152,0,2,3,1
2,25707.0,1,0,18,1,6,2,3,6,3,1,1,0,3,7,0,0,0,0,0,0,0,30,21,0,1,2,1
1,59062.0,2,1,74,46,1,12,3,0,9,2,2,0,3,4,0,0,0,0,0,0,0,47,71,1,3,5,1
0,76624.0,0,1,68,411,106,147,54,115,66,1,5,10,7,1,1,0,0,0,0,0,0,52,899,0,1,2,1
1,66000.0,0,0,36,244,51,270,101,0,45,1,1,3,5,1,0,0,0,0,0,0,0,67,711,1,0,2,0
1,27683.0,1,0,90,152,9,121,12,12,45,4,6,2,4,8,0,0,0,0,0,0,0,36,351,1,1,3,1
0,1730.0,0,0,65,1,1,3,1,1,1,15,0,0,0,20,0,0,0,0,0,0,0,43,8,0,0,1,0
2,7500.0,1,0,63,10,17,18,8,26,40,4,3,2,2,9,0,0,0,0,0,0,0,22,119,0,1,2,1
0,40521.0,1,1,82,12,0,5,0,0,4,1,0,1,2,5,0,0,0,0,0,0,0,46,21,1,2,4,1
1,20427.0,1,0,63,5,0,4,0,0,1,1,1,0,2,8,0,0,0,0,0,0,0,41,10,1,1,3,1
0,65106.0,0,1,55,790,19,133,12,0,19,3,8,3,13,6,0,1,0,0,0,0,0,39,973,1,1,3,1
1,69969.0,0,0,64,882,29,514,38,29,44,1,4,2,6,3,0,0,1,1,0,0,1,49,1536,1,0,2,0
0,67433.0,0,2,51,615,28,259,12,48,30,4,6,5,13,4,0,1,0,0,0,0,0,62,992,1,2,4,1
1,77766.0,0,1,97,1004,59,265,115,59,27,2,11,10,11,6,1,0,0,0,0,0,1,47,1529,1,1,3,1
0,74716.0,0,1,92,133,27,421,13,195,71,2,7,3,5,4,0,0,0,0,0,0,0,42,860,1,1,3,1
0,68118.0,0,1,51,595,23,123,10,23,154,2,8,9,4,6,0,0,0,0,0,0,0,51,928,0,1,2,1
1,55158.0,1,1,72,293,0,87,4,11,23,4,7,2,5,7,0,0,0,0,0,0,1,44,418,1,2,4,1
2,62972.0,0,1,39,313,15,47,20,0,192,2,7,4,3,6,0,0,0,0,0,0,1,59,587,1,1,3,1
0,74190.0,0,1,49,151,81,86,168,91,64,2,4,2,11,2,0,0,0,0,0,0,0,39,641,1,1,3,1
0,39356.0,1,1,21,15,0,2,0,0,6,1,1,0,2,6,1,0,0,0,0,0,0,38,23,1,2,4,1
0,76653.0,0,0,91,736,63,946,219,189,126,1,4,7,11,2,0,0,1,1,0,0,0,45,2279,1,0,2,0
1,35860.0,1,1,37,15,0,8,4,2,20,2,1,1,2,5,1,0,0,0,0,0,0,41,49,0,2,3,1
1,90687.0,0,0,98,982,17,672,23,34,51,1,6,2,8,2,0,0,1,0,0,0,1,31,1779,0,0,1,0
1,73450.0,0,0,85,1142,51,415,90,69,37,1,7,8,11,3,1,0,0,1,0,0,0,32,1804,1,0,2,0
0,31454.0,1,1,40,28,0,11,0,0,9,3,2,0,3,8,0,0,0,0,0,0,0,54,48,1,2,4,1
0,47139.0,1,1,2,46,0,12,0,2,23,2,2,1,2,7,0,0,0,0,0,0,1,62,83,0,2,3,1
0,83829.0,0,0,78,897,161,430,186,161,27,0,4,7,6,1,1,0,1,1,0,0,1,39,1862,0,0,1,0
1,53378.0,1,1,41,489,6,152,8,6,132,10,9,4,6,8,0,0,0,0,0,0,1,51,793,1,2,4,1
0,19656.0,1,0,94,25,4,9,6,8,32,3,2,1,3,7,0,0,0,0,0,0,0,44,84,1,1,3,1
1,45579.0,0,1,10,145,1,33,2,1,1,1,4,1,4,6,0,0,0,0,0,0,0,66,183,1,1,3,1
2,85485.0,0,0,73,630,26,611,44,18,54,1,6,6,6,2,0,0,0,0,0,0,0,56,1383,0,0,1,0
0,55956.0,0,0,22,760,38,104,50,9,38,2,7,3,4,4,0,1,0,0,0,0,0,70,999,1,0,2,0
1,64191.0,0,1,30,420,15,186,151,38,15,3,5,3,13,3,0,0,0,0,0,0,0,51,825,0,1,2,1
0,38808.0,1,0,21,125,17,52,3,19,30,4,5,1,4,8,1,0,0,0,0,0,1,42,246,0,1,2,1
1,57183.0,1,1,51,464,5,64,7,0,70,8,9,1,7,8,0,0,0,0,0,0,0,48,610,1,2,4,1
1,23748.0,1,0,97,6,6,29,12,15,8,3,2,1,3,8,0,0,0,0,0,0,0,46,76,0,1,2,1
0,66303.0,0,1,56,1090,12,96,16,12,60,4,3,4,11,8,0,1,0,0,0,0,0,43,1286,1,1,3,1
1,37368.0,1,0,4,3,2,11,2,2,10,1,1,0,2,6,1,0,0,0,0,0,0,39,30,1,1,3,1
0,40800.0,1,2,77,24,0,27,8,30,10,2,3,0,3,7,0,0,0,0,0,1,0,50,99,1,3,5,1
0,71847.0,0,0,95,737,21,106,55,63,210,0,6,7,9,3,0,0,0,1,0,0,0,36,1192,0,0,1,0
0,46149.0,0,1,36,254,6,71,4,0,27,5,5,1,7,5,0,0,0,0,0,0,0,39,362,1,1,3,1
0,78687.0,0,0,13,817,185,687,145,55,241,1,4,6,8,2,0,0,1,0,0,0,1,31,2130,1,0,2,0
2,49118.0,0,0,90,620,54,239,99,98,119,2,9,7,10,7,0,1,0,0,1,0,1,43,1229,0,0,1,0
1,37633.0,1,1,49,13,4,20,0,0,1,2,1,0,3,9,0,0,0,0,0,0,0,57,38,1,2,4,1
1,39767.0,0,0,18,113,61,204,34,26,47,2,7,1,7,8,0,0,0,0,0,0,0,63,485,1,0,2,0
2,26997.0,0,0,89,7,23,78,133,49,144,2,4,2,5,7,0,0,0,0,0,0,0,63,434,1,0,2,0
0,33986.0,1,0,43,16,2,18,2,1,5,1,1,0,3,7,0,0,0,0,0,0,0,44,44,0,1,2,1
1,57091.0,0,1,82,462,0,24,6,0,4,2,9,2,5,7,0,1,0,0,0,0,1,42,496,1,1,3,1
2,46831.0,1,1,84,22,2,10,6,4,34,2,1,2,2,4,0,0,0,0,0,0,0,45,78,1,2,4,1
1,83151.0,0,0,80,968,147,842,137,42,210,1,5,7,10,2,1,0,1,1,0,0,1,42,2346,1,0,2,0
0,52531.0,0,0,68,283,112,151,51,72,125,2,7,2,10,6,0,0,0,0,0,0,0,43,794,1,0,2,0
0,15759.0,0,0,12,1,2,5,6,0,3,1,1,0,2,7,0,0,0,0,0,0,0,58,17,1,0,2,0
0,22804.0,1,0,75,14,1,7,2,1,1,1,2,0,2,9,0,0,0,0,0,0,0,43,26,0,1,2,1
2,43050.0,1,0,10,30,5,24,6,3,8,2,2,0,4,5,0,0,0,0,0,0,0,41,76,1,1,3,1
1,42997.0,1,1,91,4,0,5,0,1,5,1,1,0,2,7,0,0,0,0,0,0,0,37,15,0,2,3,1
1,48918.0,1,1,21,52,0,9,0,0,1,2,1,0,4,4,0,0,0,0,0,0,0,51,62,0,2,3,1
1,60033.0,0,1,28,62,1,57,19,11,48,2,2,1,5,2,0,0,0,0,0,0,0,60,198,1,1,3,1
1,34043.0,1,0,97,20,2,14,3,0,10,1,2,0,2,9,0,0,0,0,0,0,0,36,49,1,1,3,1
0,57811.0,0,1,49,545,7,114,37,21,78,5,7,2,11,5,0,1,0,0,0,0,0,48,802,1,1,3,1
0,78569.0,0,0,14,558,79,622,207,175,95,1,4,6,4,1,0,0,1,0,0,0,1,68,1736,1,0,2,0
0,7500.0,1,1,5,6,5,4,13,4,25,4,2,1,3,6,0,0,0,0,0,0,0,36,57,0,2,3,1
1,157733.0,1,0,37,39,1,9,2,0,8,0,1,0,1,1,0,0,0,0,0,0,0,43,59,1,1,3,1
0,94384.0,0,0,62,1111,24,790,160,45,172,0,5,8,5,2,0,1,1,1,0,0,1,61,2302,1,0,2,0
2,23148.0,0,0,83,4,6,8,6,3,10,1,2,0,3,7,0,0,0,0,0,0,0,29,37,1,0,2,0
0,44267.0,1,1,48,183,5,65,3,5,49,5,5,2,4,9,0,0,0,0,0,0,0,44,310,0,2,3,1
0,71626.0,0,0,94,546,72,376,94,145,72,1,5,5,8,3,0,1,0,0,0,0,0,35,1305,1,0,2,0
0,60894.0,0,1,61,606,7,155,10,0,54,5,10,3,8,7,0,0,0,0,0,0,0,48,832,1,1,3,1
0,50200.0,1,1,70,266,6,51,8,6,64,6,7,1,5,8,0,0,0,0,0,0,0,38,401,1,2,4,1
1,81051.0,0,0,43,1142,29,249,38,29,14,1,5,5,12,2,0,1,1,0,0,0,0,49,1501,1,0,2,0
0,65169.0,0,0,23,1074,0,69,0,0,46,1,10,4,13,6,1,0,1,1,1,0,1,32,1189,1,0,2,0
0,59868.0,0,1,37,771,51,154,54,10,154,7,11,2,12,6,0,0,0,0,0,0,0,42,1194,1,1,3,1
1,65695.0,0,1,50,371,32,189,0,58,6,2,5,4,10,4,0,0,0,0,0,0,0,54,656,1,1,3,1
1,64857.0,0,0,78,556,14,717,210,0,43,1,7,5,10,4,0,0,0,0,0,0,0,58,1540,0,0,1,0
1,45143.0,0,1,74,202,5,74,11,5,14,3,6,1,5,7,0,0,0,0,0,0,0,49,311,1,1,3,1
2,74805.0,0,1,14,209,162,209,41,162,37,5,4,7,10,2,0,0,0,0,0,0,0,59,820,1,1,3,1
2,59060.0,1,0,77,35,40,111,36,40,12,3,3,1,7,4,0,0,0,0,0,0,0,25,274,1,1,3,1
1,27238.0,1,1,39,37,0,17,0,0,3,3,3,0,3,9,0,0,0,0,0,0,0,52,57,0,2,3,1
0,47009.0,0,1,89,171,45,73,59,10,90,4,3,2,8,4,0,0,0,0,0,0,0,49,448,1,1,3,1
2,46094.0,1,1,62,12,2,20,3,2,5,1,1,0,3,7,0,0,0,0,0,0,0,41,44,1,2,4,1
0,40321.0,1,1,59,44,4,21,6,0,27,2,3,0,3,7,0,0,0,0,0,0,0,42,102,1,2,4,1
0,37235.0,1,0,68,20,2,9,4,6,20,1,1,1,2,4,0,0,0,0,0,0,0,30,61,1,1,3,1
1,81843.0,0,0,13,779,86,537,34,69,138,1,5,9,12,3,0,0,0,0,0,0,0,54,1643,1,0,2,0
1,46692.0,0,1,37,170,6,97,24,12,88,3,6,1,5,6,0,0,0,0,0,0,0,56,397,1,1,3,1
0,77382.0,0,1,36,491,48,231,112,105,134,2,5,7,12,1,0,0,1,0,0,0,0,46,1121,1,1,3,1
0,37774.0,2,0,28,173,8,107,7,2,176,4,7,2,3,9,1,0,0,0,0,1,1,37,473,0,2,3,1
2,18393.0,1,0,2,7,10,13,16,0,4,2,3,0,3,8,0,0,0,0,0,0,0,40,50,1,1,3,1
1,72828.0,0,1,17,1205,0,235,19,14,205,6,6,3,13,7,0,0,0,0,0,0,0,52,1678,1,1,3,1
0,24711.0,0,0,86,10,7,25,6,3,7,1,3,0,3,7,0,0,0,0,0,0,0,32,58,1,0,2,0
1,45503.0,1,0,54,97,4,44,6,1,18,1,3,1,4,5,0,0,0,0,0,0,0,39,170,1,1,3,1
1,6560.0,0,0,2,67,11,26,4,3,262,0,1,0,1,17,0,0,0,0,0,0,0,32,373,0,0,1,0
1,71604.0,0,0,3,345,53,528,98,75,97,1,8,3,5,4,1,0,0,0,0,0,1,69,1196,1,0,2,0
0,27244.0,1,0,84,6,5,17,3,24,46,2,2,2,2,7,0,0,0,0,0,0,0,35,101,1,1,3,1
0,48752.0,1,1,8,73,57,100,71,15,0,5,6,1,5,9,0,0,0,0,0,0,1,45,316,1,2,4,1
0,71434.0,0,1,4,711,36,217,172,96,168,3,7,4,7,4,0,1,0,1,0,0,0,52,1400,1,1,3,1
0,90842.0,0,0,57,774,70,118,182,187,93,1,4,9,13,1,0,0,0,0,0,0,0,66,1424,0,0,1,0
1,88097.0,1,0,24,163,0,480,0,126,75,1,6,5,8,9,0,1,1,1,0,0,1,36,844,1,1,3,1
0,51948.0,0,1,51,82,33,54,71,30,41,2,5,2,4,5,0,0,0,0,0,0,0,39,311,1,1,3,1
0,71853.0,0,0,29,358,108,413,141,97,32,1,2,8,6,1,0,0,0,0,0,0,0,32,1149,1,0,2,0
1,35876.0,0,0,13,66,2,40,4,3,14,1,3,1,3,6,0,0,0,0,0,0,0,31,129,1,0,2,0
0,40049.0,0,1,23,13,6,7,0,3,3,1,1,0,3,6,0,0,0,0,0,0,0,62,32,0,1,2,1
0,39660.0,1,0,36,139,13,78,20,13,36,3,7,1,3,9,0,0,0,0,0,0,1,32,299,0,1,2,1
0,50127.0,0,1,88,274,0,21,4,6,15,1,5,1,6,6,0,1,0,0,0,0,0,52,320,1,1,3,1
1,43263.0,0,1,2,262,6,61,0,10,102,3,5,2,6,5,0,0,0,0,0,0,0,37,441,1,1,3,1
1,62845.0,1,1,3,1099,0,45,0,0,34,11,3,4,10,8,0,1,0,0,0,0,1,65,1178,1,2,4,1
0,18929.0,0,0,15,32,0,8,23,4,18,1,1,0,4,6,0,0,0,0,0,0,0,24,85,1,0,2,0
2,24367.0,1,0,58,2,4,2,0,11,5,1,1,0,2,9,0,0,0,0,0,0,0,32,24,0,1,2,1
0,33249.0,1,0,11,6,10,21,19,14,42,2,2,1,3,6,0,0,0,0,0,0,0,39,112,0,1,2,1
2,26887.0,0,1,27,6,7,4,3,4,6,1,1,0,3,6,0,0,0,0,0,0,0,55,30,1,1,3,1
1,50150.0,0,0,32,135,46,92,65,61,11,2,5,2,7,5,0,0,0,0,0,0,0,31,410,1,0,2,0
0,62061.0,0,1,12,641,7,84,0,30,38,3,10,4,7,6,0,1,0,0,0,0,0,38,800,1,1,3,1
1,85696.0,0,0,88,714,76,395,116,0,12,1,4,6,9,1,0,0,0,0,0,0,1,52,1313,0,0,1,0
